"week_end","condition","percent_visits","age_group"
"2024-09-14T00:00:00.000","Bronchitis","0.6","Overall"
"2024-09-21T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-09-21T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2024-09-21T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2024-09-21T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2024-09-21T00:00:00.000","Bronchitis","0.7","Adults 50-64"
"2024-09-21T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-09-21T00:00:00.000","Bronchitis","0.6","Overall"
"2024-09-28T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-09-28T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2024-09-28T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2024-09-28T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-09-28T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-09-28T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-09-28T00:00:00.000","Bronchitis","0.7","Overall"
"2024-10-05T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-10-05T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2024-10-05T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2024-10-05T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-10-05T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-10-05T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-10-05T00:00:00.000","Bronchitis","0.7","Overall"
"2024-10-12T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-10-12T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-10-12T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2024-10-12T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-10-12T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-10-12T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-10-12T00:00:00.000","Bronchitis","0.7","Overall"
"2024-10-19T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-10-19T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2024-10-19T00:00:00.000","Bronchitis","0.9","Kids 5-17"
"2024-10-19T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-10-19T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-10-19T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2024-10-19T00:00:00.000","Bronchitis","0.8","Overall"
"2024-10-26T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-10-26T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2024-10-26T00:00:00.000","Bronchitis","0.9","Kids 5-17"
"2024-10-26T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2024-10-26T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-10-26T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2024-10-26T00:00:00.000","Bronchitis","0.8","Overall"
"2024-11-02T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-11-02T00:00:00.000","Bronchitis","1.0","Kids 2-4"
"2024-11-02T00:00:00.000","Bronchitis","1.0","Kids 5-17"
"2024-11-02T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2024-11-02T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-11-02T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2024-11-02T00:00:00.000","Bronchitis","0.9","Overall"
"2024-11-09T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-11-09T00:00:00.000","Bronchitis","1.0","Kids 2-4"
"2024-11-09T00:00:00.000","Bronchitis","1.0","Kids 5-17"
"2024-11-09T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2024-11-09T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-11-09T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-11-09T00:00:00.000","Bronchitis","0.9","Overall"
"2024-11-16T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-11-16T00:00:00.000","Bronchitis","0.9","Kids 2-4"
"2024-11-16T00:00:00.000","Bronchitis","1.0","Kids 5-17"
"2024-11-16T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2024-11-16T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-11-16T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-11-16T00:00:00.000","Bronchitis","1.0","Overall"
"2024-11-23T00:00:00.000","Bronchitis","0.7","Infants 0-1"
"2024-11-23T00:00:00.000","Bronchitis","1.0","Kids 2-4"
"2024-11-23T00:00:00.000","Bronchitis","1.1","Kids 5-17"
"2024-11-23T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2024-11-23T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-11-23T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-11-23T00:00:00.000","Bronchitis","1.0","Overall"
"2024-11-30T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-11-30T00:00:00.000","Bronchitis","1.0","Kids 2-4"
"2024-11-30T00:00:00.000","Bronchitis","1.2","Kids 5-17"
"2024-11-30T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2024-11-30T00:00:00.000","Bronchitis","1.2","Adults 50-64"
"2024-11-30T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-11-30T00:00:00.000","Bronchitis","1.1","Overall"
"2024-12-07T00:00:00.000","Bronchitis","0.7","Infants 0-1"
"2024-12-07T00:00:00.000","Bronchitis","1.0","Kids 2-4"
"2024-12-07T00:00:00.000","Bronchitis","1.1","Kids 5-17"
"2024-12-07T00:00:00.000","Bronchitis","1.2","Adults 18-49"
"2024-12-07T00:00:00.000","Bronchitis","1.3","Adults 50-64"
"2024-12-07T00:00:00.000","Bronchitis","1.0","Seniors 65+"
"2024-12-07T00:00:00.000","Bronchitis","1.1","Overall"
"2024-12-14T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-12-14T00:00:00.000","Bronchitis","0.9","Kids 2-4"
"2024-12-14T00:00:00.000","Bronchitis","1.0","Kids 5-17"
"2024-12-14T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2024-12-14T00:00:00.000","Bronchitis","1.3","Adults 50-64"
"2024-12-14T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2024-12-14T00:00:00.000","Bronchitis","1.1","Overall"
"2024-12-21T00:00:00.000","Bronchitis","0.7","Infants 0-1"
"2024-12-21T00:00:00.000","Bronchitis","0.9","Kids 2-4"
"2024-12-21T00:00:00.000","Bronchitis","1.0","Kids 5-17"
"2024-12-21T00:00:00.000","Bronchitis","1.2","Adults 18-49"
"2024-12-21T00:00:00.000","Bronchitis","1.3","Adults 50-64"
"2024-12-21T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2024-12-21T00:00:00.000","Bronchitis","1.1","Overall"
"2024-12-28T00:00:00.000","Bronchitis","0.7","Infants 0-1"
"2024-12-28T00:00:00.000","Bronchitis","1.0","Kids 2-4"
"2024-12-28T00:00:00.000","Bronchitis","1.1","Kids 5-17"
"2024-12-28T00:00:00.000","Bronchitis","1.2","Adults 18-49"
"2024-12-28T00:00:00.000","Bronchitis","1.7","Adults 50-64"
"2024-12-28T00:00:00.000","Bronchitis","1.4","Seniors 65+"
"2024-12-28T00:00:00.000","Bronchitis","1.3","Overall"
"2025-01-04T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2025-01-04T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2025-01-04T00:00:00.000","Bronchitis","0.8","Kids 5-17"
"2025-01-04T00:00:00.000","Bronchitis","1.3","Adults 18-49"
"2025-01-04T00:00:00.000","Bronchitis","1.8","Adults 50-64"
"2025-01-04T00:00:00.000","Bronchitis","1.6","Seniors 65+"
"2025-01-04T00:00:00.000","Bronchitis","1.4","Overall"
"2025-01-11T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2025-01-11T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2025-01-11T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2025-01-11T00:00:00.000","Bronchitis","1.2","Adults 18-49"
"2025-01-11T00:00:00.000","Bronchitis","1.6","Adults 50-64"
"2025-01-11T00:00:00.000","Bronchitis","1.4","Seniors 65+"
"2025-01-11T00:00:00.000","Bronchitis","1.2","Overall"
"2025-01-18T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-01-18T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-01-18T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-01-18T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2025-01-18T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2025-01-18T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2025-01-18T00:00:00.000","Bronchitis","1.0","Overall"
"2025-01-25T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-01-25T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-01-25T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-01-25T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2025-01-25T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2025-01-25T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2025-01-25T00:00:00.000","Bronchitis","1.0","Overall"
"2025-02-01T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-02-01T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-02-01T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-02-01T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2025-02-01T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2025-02-01T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2025-02-01T00:00:00.000","Bronchitis","1.0","Overall"
"2025-02-08T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-02-08T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-02-08T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2025-02-08T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2025-02-08T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2025-02-08T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2025-02-08T00:00:00.000","Bronchitis","1.0","Overall"
"2025-02-15T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-02-15T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-02-15T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2025-02-15T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2025-02-15T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2025-02-15T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2025-02-15T00:00:00.000","Bronchitis","1.0","Overall"
"2025-02-22T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-02-22T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-02-22T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2025-02-22T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2025-02-22T00:00:00.000","Bronchitis","1.3","Adults 50-64"
"2025-02-22T00:00:00.000","Bronchitis","1.2","Seniors 65+"
"2025-02-22T00:00:00.000","Bronchitis","1.0","Overall"
"2025-03-01T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-03-01T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-03-01T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-03-01T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2025-03-01T00:00:00.000","Bronchitis","1.2","Adults 50-64"
"2025-03-01T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2025-03-01T00:00:00.000","Bronchitis","0.9","Overall"
"2025-03-08T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-03-08T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-03-08T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-03-08T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2025-03-08T00:00:00.000","Bronchitis","1.2","Adults 50-64"
"2025-03-08T00:00:00.000","Bronchitis","1.0","Seniors 65+"
"2025-03-08T00:00:00.000","Bronchitis","0.9","Overall"
"2025-03-15T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-03-15T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2025-03-15T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-03-15T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2025-03-15T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2025-03-15T00:00:00.000","Bronchitis","1.0","Seniors 65+"
"2025-03-15T00:00:00.000","Bronchitis","0.9","Overall"
"2025-03-22T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-03-22T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-03-22T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-03-22T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-03-22T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2025-03-22T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-03-22T00:00:00.000","Bronchitis","0.8","Overall"
"2025-03-29T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-03-29T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2025-03-29T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-03-29T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-03-29T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2025-03-29T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-03-29T00:00:00.000","Bronchitis","0.8","Overall"
"2025-04-05T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-04-05T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-04-05T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-04-05T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-04-05T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-04-05T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-04-05T00:00:00.000","Bronchitis","0.8","Overall"
"2025-04-12T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-04-12T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-04-12T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-04-12T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-04-12T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-04-12T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-04-12T00:00:00.000","Bronchitis","0.7","Overall"
"2025-04-19T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-04-19T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-04-19T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2025-04-19T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-04-19T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-04-19T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-04-19T00:00:00.000","Bronchitis","0.7","Overall"
"2025-04-26T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-04-26T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-04-26T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-04-26T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-04-26T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-04-26T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-04-26T00:00:00.000","Bronchitis","0.8","Overall"
"2025-05-03T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2025-05-03T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-05-03T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-05-03T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-05-03T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-05-03T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-05-03T00:00:00.000","Bronchitis","0.7","Overall"
"2025-05-10T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-05-10T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-05-10T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-05-10T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-05-10T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-05-10T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-05-10T00:00:00.000","Bronchitis","0.7","Overall"
"2025-05-17T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-05-17T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-05-17T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-05-17T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-05-17T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-05-17T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-05-17T00:00:00.000","Bronchitis","0.7","Overall"
"2025-05-24T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-05-24T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2025-05-24T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-05-24T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-05-24T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-05-24T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-05-24T00:00:00.000","Bronchitis","0.7","Overall"
"2025-05-31T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2025-05-31T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-05-31T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-05-31T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-05-31T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-05-31T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2025-05-31T00:00:00.000","Bronchitis","0.7","Overall"
"2025-06-07T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2025-06-07T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2025-06-07T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2025-06-07T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2025-06-07T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2025-06-07T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2025-06-07T00:00:00.000","Bronchitis","0.7","Overall"
"2025-06-14T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2025-06-14T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2025-06-14T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2025-06-14T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2025-06-14T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2025-06-14T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2025-06-14T00:00:00.000","Bronchitis","0.6","Overall"
"2025-06-21T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-06-21T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2025-06-21T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2025-06-21T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2025-06-21T00:00:00.000","Bronchitis","0.7","Adults 50-64"
"2025-06-21T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2025-06-21T00:00:00.000","Bronchitis","0.6","Overall"
"2025-06-28T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-06-28T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2025-06-28T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2025-06-28T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-06-28T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2025-06-28T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2025-06-28T00:00:00.000","Bronchitis","0.5","Overall"
"2025-07-05T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-07-05T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2025-07-05T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-07-05T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-07-05T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2025-07-05T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2025-07-05T00:00:00.000","Bronchitis","0.5","Overall"
"2025-07-12T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-07-12T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2025-07-12T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-07-12T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-07-12T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2025-07-12T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2025-07-12T00:00:00.000","Bronchitis","0.4","Overall"
"2025-07-19T00:00:00.000","Bronchitis","0.2","Infants 0-1"
"2025-07-19T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2025-07-19T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-07-19T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-07-19T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2025-07-19T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2025-07-19T00:00:00.000","Bronchitis","0.4","Overall"
"2025-07-26T00:00:00.000","Bronchitis","0.2","Infants 0-1"
"2025-07-26T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2025-07-26T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-07-26T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-07-26T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2025-07-26T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2025-07-26T00:00:00.000","Bronchitis","0.4","Overall"
"2025-08-02T00:00:00.000","Bronchitis","0.2","Infants 0-1"
"2025-08-02T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2025-08-02T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-08-02T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-08-02T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2025-08-02T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2025-08-02T00:00:00.000","Bronchitis","0.4","Overall"
"2025-08-09T00:00:00.000","Bronchitis","0.2","Infants 0-1"
"2025-08-09T00:00:00.000","Bronchitis","0.2","Kids 2-4"
"2025-08-09T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-08-09T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-08-09T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2025-08-09T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2025-08-09T00:00:00.000","Bronchitis","0.4","Overall"
"2025-08-16T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-08-16T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2025-08-16T00:00:00.000","Bronchitis","0.2","Kids 5-17"
"2025-08-16T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2025-08-16T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2025-08-16T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2025-08-16T00:00:00.000","Bronchitis","0.4","Overall"
"2025-08-23T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-08-23T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2025-08-23T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2025-08-23T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2025-08-23T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2025-08-23T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2025-08-23T00:00:00.000","Bronchitis","0.5","Overall"
"2025-08-30T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-08-30T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2025-08-30T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-08-30T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2025-08-30T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2025-08-30T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2025-08-30T00:00:00.000","Bronchitis","0.6","Overall"
"2025-09-06T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2025-09-06T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-09-06T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-09-06T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2025-09-06T00:00:00.000","Bronchitis","0.7","Adults 50-64"
"2025-09-06T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2025-09-06T00:00:00.000","Bronchitis","0.6","Overall"
"2025-09-13T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2025-09-13T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-09-13T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2025-09-13T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-09-13T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2025-09-13T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2025-09-13T00:00:00.000","Bronchitis","0.6","Overall"
"2025-09-20T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2025-09-20T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-09-20T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2025-09-20T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2025-09-20T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2025-09-20T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2025-09-20T00:00:00.000","Bronchitis","0.7","Overall"
"2025-09-27T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2025-09-27T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-09-27T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2025-09-27T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2025-09-27T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2025-09-27T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2025-09-27T00:00:00.000","Bronchitis","0.6","Overall"
"2025-10-04T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2025-10-04T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2025-10-04T00:00:00.000","Bronchitis","0.5","Kids 5-17"
