"season","week","virus","region","age_gp","number_pos","number_tested","percent_pos"
"2021-22","202231","SARS-CoV-2","Region 8","0-4 years","87","192","45.31"
"2021-22","202231","SARS-CoV-2","Region 8","5-17 years","32","89","35.96"
"2021-22","202231","SARS-CoV-2","Region 8","18-24 years","24","56","42.86"
"2021-22","202231","SARS-CoV-2","Region 8","25-49 years","89","184","48.37"
"2021-22","202231","SARS-CoV-2","Region 8","50-64 years","52","157","33.12"
"2021-22","202231","SARS-CoV-2","Region 8","65+ years","128","292","43.84"
"2021-22","202231","SARS-CoV-2","Region 9","0-4 years","3","4","75"
"2021-22","202231","SARS-CoV-2","Region 9","5-17 years","0","2","0"
"2021-22","202231","SARS-CoV-2","Region 9","18-24 years","6","11","54.55"
"2021-22","202231","SARS-CoV-2","Region 9","25-49 years","12","29","41.38"
"2021-22","202231","SARS-CoV-2","Region 9","50-64 years","14","32","43.75"
"2021-22","202231","SARS-CoV-2","Region 9","65+ years","20","57","35.09"
"2021-22","202231","SARS-CoV-2","Region 10","0-4 years","4","19","21.05"
"2021-22","202231","SARS-CoV-2","Region 10","5-17 years","1","4","25"
"2021-22","202231","SARS-CoV-2","Region 10","18-24 years","2","4","50"
"2021-22","202231","SARS-CoV-2","Region 10","25-49 years","3","7","42.86"
"2021-22","202231","SARS-CoV-2","Region 10","50-64 years","2","10","20"
"2021-22","202231","SARS-CoV-2","Region 10","65+ years","10","22","45.45"
"2021-22","202231","Influenza","Region 1","0-4 years","0","6","0"
"2021-22","202231","Influenza","Region 1","5-17 years","0","3","0"
"2021-22","202231","Influenza","Region 1","18-24 years","0","2","0"
"2021-22","202231","Influenza","Region 1","25-49 years","0","7","0"
"2021-22","202231","Influenza","Region 1","50-64 years","0","6","0"
"2021-22","202231","Influenza","Region 1","65+ years","0","5","0"
"2021-22","202231","Influenza","Region 2","0-4 years","0","2","0"
"2021-22","202231","Influenza","Region 2","5-17 years","0","7","0"
"2021-22","202231","Influenza","Region 2","18-24 years","0","12","0"
"2021-22","202231","Influenza","Region 2","25-49 years","0","40","0"
"2021-22","202231","Influenza","Region 2","50-64 years","0","42","0"
"2021-22","202231","Influenza","Region 2","65+ years","0","57","0"
"2021-22","202231","Influenza","Region 3","0-4 years","0","46","0"
"2021-22","202231","Influenza","Region 3","5-17 years","0","15","0"
"2021-22","202231","Influenza","Region 3","18-24 years","0","6","0"
"2021-22","202231","Influenza","Region 3","25-49 years","0","59","0"
"2021-22","202231","Influenza","Region 3","50-64 years","0","46","0"
"2021-22","202231","Influenza","Region 3","65+ years","0","76","0"
"2021-22","202231","Influenza","Region 4","0-4 years","1","81","1.23"
"2021-22","202231","Influenza","Region 4","5-17 years","1","15","6.67"
"2021-22","202231","Influenza","Region 4","18-24 years","0","8","0"
"2021-22","202231","Influenza","Region 4","25-49 years","0","19","0"
"2021-22","202231","Influenza","Region 4","50-64 years","0","18","0"
"2021-22","202231","Influenza","Region 4","65+ years","0","9","0"
"2021-22","202231","Influenza","Region 5","0-4 years","0","194","0"
"2021-22","202231","Influenza","Region 5","5-17 years","0","52","0"
"2021-22","202231","Influenza","Region 5","18-24 years","1","38","2.63"
"2021-22","202231","Influenza","Region 5","25-49 years","0","119","0"
"2021-22","202231","Influenza","Region 5","50-64 years","0","87","0"
"2021-22","202231","Influenza","Region 5","65+ years","0","96","0"
"2021-22","202231","Influenza","Region 6","0-4 years","1","38","2.63"
"2021-22","202231","Influenza","Region 6","5-17 years","0","22","0"
"2021-22","202231","Influenza","Region 6","18-24 years","0","40","0"
"2021-22","202231","Influenza","Region 6","25-49 years","1","115","0.87"
"2021-22","202231","Influenza","Region 6","50-64 years","0","104","0"
"2021-22","202231","Influenza","Region 6","65+ years","0","106","0"
"2021-22","202231","Influenza","Region 7","0-4 years","0","125","0"
"2021-22","202231","Influenza","Region 7","5-17 years","0","38","0"
"2021-22","202231","Influenza","Region 7","18-24 years","0","12","0"
"2021-22","202231","Influenza","Region 7","25-49 years","0","37","0"
"2021-22","202231","Influenza","Region 7","50-64 years","0","54","0"
"2021-22","202231","Influenza","Region 7","65+ years","0","65","0"
"2021-22","202231","Influenza","Region 8","0-4 years","3","195","1.54"
"2021-22","202231","Influenza","Region 8","5-17 years","0","89","0"
"2021-22","202231","Influenza","Region 8","18-24 years","2","54","3.7"
"2021-22","202231","Influenza","Region 8","25-49 years","0","185","0"
"2021-22","202231","Influenza","Region 8","50-64 years","1","144","0.69"
"2021-22","202231","Influenza","Region 8","65+ years","0","272","0"
"2021-22","202231","Influenza","Region 9","0-4 years","0","4","0"
"2021-22","202231","Influenza","Region 9","5-17 years","1","2","50"
"2021-22","202231","Influenza","Region 9","18-24 years","0","11","0"
"2021-22","202231","Influenza","Region 9","25-49 years","0","30","0"
"2021-22","202231","Influenza","Region 9","50-64 years","0","30","0"
"2021-22","202231","Influenza","Region 9","65+ years","0","56","0"
"2021-22","202231","Influenza","Region 10","0-4 years","0","15","0"
"2021-22","202231","Influenza","Region 10","5-17 years","0","4","0"
"2021-22","202231","Influenza","Region 10","18-24 years","0","4","0"
"2021-22","202231","Influenza","Region 10","25-49 years","0","4","0"
"2021-22","202231","Influenza","Region 10","50-64 years","0","2","0"
"2021-22","202231","Influenza","Region 10","65+ years","0","8","0"
"2021-22","202231","RSV","Region 1","0-4 years","0","6","0"
"2021-22","202231","RSV","Region 1","5-17 years","0","3","0"
"2021-22","202231","RSV","Region 1","18-24 years","0","2","0"
"2021-22","202231","RSV","Region 1","25-49 years","0","7","0"
"2021-22","202231","RSV","Region 1","50-64 years","0","6","0"
"2021-22","202231","RSV","Region 1","65+ years","0","5","0"
"2021-22","202231","RSV","Region 2","0-4 years","0","2","0"
"2021-22","202231","RSV","Region 2","5-17 years","0","7","0"
"2021-22","202231","RSV","Region 2","18-24 years","0","3","0"
"2021-22","202231","RSV","Region 2","25-49 years","0","6","0"
"2021-22","202231","RSV","Region 2","50-64 years","1","5","20"
"2021-22","202231","RSV","Region 2","65+ years","0","3","0"
"2021-22","202231","RSV","Region 3","0-4 years","7","42","16.67"
"2021-22","202231","RSV","Region 3","5-17 years","0","13","0"
"2021-22","202231","RSV","Region 3","18-24 years","1","5","20"
"2021-22","202231","RSV","Region 3","25-49 years","0","22","0"
"2021-22","202231","RSV","Region 3","50-64 years","0","12","0"
"2021-22","202231","RSV","Region 3","65+ years","1","31","3.23"
"2021-22","202231","RSV","Region 4","0-4 years","15","27","55.56"
"2021-22","202231","RSV","Region 4","5-17 years","0","5","0"
"2021-22","202231","RSV","Region 4","18-24 years","0","7","0"
"2021-22","202231","RSV","Region 4","25-49 years","0","18","0"
"2021-22","202231","RSV","Region 4","50-64 years","0","17","0"
"2021-22","202231","RSV","Region 4","65+ years","1","9","11.11"
"2021-22","202231","RSV","Region 5","0-4 years","21","177","11.86"
"2021-22","202231","RSV","Region 5","5-17 years","0","43","0"
"2021-22","202231","RSV","Region 5","18-24 years","0","21","0"
"2021-22","202231","RSV","Region 5","25-49 years","2","50","4"
"2021-22","202231","RSV","Region 5","50-64 years","0","53","0"
"2021-22","202231","RSV","Region 5","65+ years","0","76","0"
"2021-22","202231","RSV","Region 6","0-4 years","2","4","50"
"2021-22","202231","RSV","Region 6","5-17 years","0","1","0"
"2021-22","202231","RSV","Region 6","18-24 years","1","21","4.76"
"2021-22","202231","RSV","Region 6","25-49 years","1","73","1.37"
"2021-22","202231","RSV","Region 6","50-64 years","1","78","1.28"
"2021-22","202231","RSV","Region 6","65+ years","0","82","0"
"2021-22","202231","RSV","Region 7","0-4 years","17","125","13.6"
"2021-22","202231","RSV","Region 7","5-17 years","1","36","2.78"
"2021-22","202231","RSV","Region 7","18-24 years","0","9","0"
"2021-22","202231","RSV","Region 7","25-49 years","0","33","0"
"2021-22","202231","RSV","Region 7","50-64 years","0","52","0"
"2021-22","202231","RSV","Region 7","65+ years","0","62","0"
"2021-22","202231","RSV","Region 8","0-4 years","4","191","2.09"
"2021-22","202231","RSV","Region 8","5-17 years","0","88","0"
"2021-22","202231","RSV","Region 8","18-24 years","0","53","0"
"2021-22","202231","RSV","Region 8","25-49 years","0","180","0"
"2021-22","202231","RSV","Region 8","50-64 years","0","143","0"
"2021-22","202231","RSV","Region 8","65+ years","1","268","0.37"
"2021-22","202231","RSV","Region 9","0-4 years","0","0","0"
"2021-22","202231","RSV","Region 9","5-17 years","0","0","0"
"2021-22","202231","RSV","Region 9","18-24 years","0","0","0"
"2021-22","202231","RSV","Region 9","25-49 years","0","4","0"
"2021-22","202231","RSV","Region 9","50-64 years","0","3","0"
"2021-22","202231","RSV","Region 9","65+ years","0","11","0"
"2021-22","202231","RSV","Region 10","0-4 years","3","15","20"
"2021-22","202231","RSV","Region 10","5-17 years","0","3","0"
"2021-22","202231","RSV","Region 10","18-24 years","0","1","0"
"2021-22","202231","RSV","Region 10","25-49 years","0","1","0"
"2021-22","202231","RSV","Region 10","50-64 years","0","2","0"
"2021-22","202231","RSV","Region 10","65+ years","0","6","0"
"2021-22","202232","SARS-CoV-2","Region 1","0-4 years","2","16","12.5"
"2021-22","202232","SARS-CoV-2","Region 1","5-17 years","2","9","22.22"
"2021-22","202232","SARS-CoV-2","Region 1","18-24 years","3","12","25"
"2021-22","202232","SARS-CoV-2","Region 1","25-49 years","9","22","40.91"
"2021-22","202232","SARS-CoV-2","Region 1","50-64 years","5","27","18.52"
"2021-22","202232","SARS-CoV-2","Region 1","65+ years","12","56","21.43"
"2021-22","202232","SARS-CoV-2","Region 2","0-4 years","0","2","0"
"2021-22","202232","SARS-CoV-2","Region 2","5-17 years","6","17","35.29"
"2021-22","202232","SARS-CoV-2","Region 2","18-24 years","7","19","36.84"
"2021-22","202232","SARS-CoV-2","Region 2","25-49 years","21","62","33.87"
"2021-22","202232","SARS-CoV-2","Region 2","50-64 years","21","55","38.18"
"2021-22","202232","SARS-CoV-2","Region 2","65+ years","48","90","53.33"
"2021-22","202232","SARS-CoV-2","Region 3","0-4 years","21","49","42.86"
"2021-22","202232","SARS-CoV-2","Region 3","5-17 years","6","17","35.29"
"2021-22","202232","SARS-CoV-2","Region 3","18-24 years","8","25","32"
"2021-22","202232","SARS-CoV-2","Region 3","25-49 years","36","76","47.37"
"2021-22","202232","SARS-CoV-2","Region 3","50-64 years","19","64","29.69"
"2021-22","202232","SARS-CoV-2","Region 3","65+ years","31","98","31.63"
"2021-22","202232","SARS-CoV-2","Region 4","0-4 years","27","121","22.31"
"2021-22","202232","SARS-CoV-2","Region 4","5-17 years","13","48","27.08"
"2021-22","202232","SARS-CoV-2","Region 4","18-24 years","11","23","47.83"
"2021-22","202232","SARS-CoV-2","Region 4","25-49 years","33","93","35.48"
"2021-22","202232","SARS-CoV-2","Region 4","50-64 years","14","69","20.29"
"2021-22","202232","SARS-CoV-2","Region 4","65+ years","21","69","30.43"
"2021-22","202232","SARS-CoV-2","Region 5","0-4 years","84","316","26.58"
"2021-22","202232","SARS-CoV-2","Region 5","5-17 years","40","155","25.81"
"2021-22","202232","SARS-CoV-2","Region 5","18-24 years","45","115","39.13"
"2021-22","202232","SARS-CoV-2","Region 5","25-49 years","184","403","45.66"
"2021-22","202232","SARS-CoV-2","Region 5","50-64 years","113","306","36.93"
"2021-22","202232","SARS-CoV-2","Region 5","65+ years","160","428","37.38"
"2021-22","202232","SARS-CoV-2","Region 6","0-4 years","17","64","26.56"
"2021-22","202232","SARS-CoV-2","Region 6","5-17 years","22","61","36.07"
"2021-22","202232","SARS-CoV-2","Region 6","18-24 years","12","46","26.09"
"2021-22","202232","SARS-CoV-2","Region 6","25-49 years","64","176","36.36"
"2021-22","202232","SARS-CoV-2","Region 6","50-64 years","55","137","40.15"
"2021-22","202232","SARS-CoV-2","Region 6","65+ years","65","177","36.72"
"2021-22","202232","SARS-CoV-2","Region 7","0-4 years","25","152","16.45"
"2021-22","202232","SARS-CoV-2","Region 7","5-17 years","14","43","32.56"
"2021-22","202232","SARS-CoV-2","Region 7","18-24 years","4","10","40"
"2021-22","202232","SARS-CoV-2","Region 7","25-49 years","20","49","40.82"
"2021-22","202232","SARS-CoV-2","Region 7","50-64 years","11","50","22"
"2021-22","202232","SARS-CoV-2","Region 7","65+ years","21","70","30"
"2021-22","202232","SARS-CoV-2","Region 8","0-4 years","72","224","32.14"
"2021-22","202232","SARS-CoV-2","Region 8","5-17 years","48","165","29.09"
"2021-22","202232","SARS-CoV-2","Region 8","18-24 years","32","136","23.53"
"2021-22","202232","SARS-CoV-2","Region 8","25-49 years","150","437","34.32"
"2021-22","202232","SARS-CoV-2","Region 8","50-64 years","83","242","34.3"
"2021-22","202232","SARS-CoV-2","Region 8","65+ years","170","435","39.08"
"2021-22","202232","SARS-CoV-2","Region 9","0-4 years","1","3","33.33"
"2021-22","202232","SARS-CoV-2","Region 9","5-17 years","1","2","50"
"2021-22","202232","SARS-CoV-2","Region 9","18-24 years","3","12","25"
"2021-22","202232","SARS-CoV-2","Region 9","25-49 years","20","43","46.51"
"2021-22","202232","SARS-CoV-2","Region 9","50-64 years","8","25","32"
"2021-22","202232","SARS-CoV-2","Region 9","65+ years","16","47","34.04"
"2021-22","202232","SARS-CoV-2","Region 10","0-4 years","3","15","20"
"2021-22","202232","SARS-CoV-2","Region 10","5-17 years","2","6","33.33"
"2021-22","202232","SARS-CoV-2","Region 10","18-24 years","0","1","0"
"2021-22","202232","SARS-CoV-2","Region 10","25-49 years","4","15","26.67"
"2021-22","202232","SARS-CoV-2","Region 10","50-64 years","2","10","20"
"2021-22","202232","SARS-CoV-2","Region 10","65+ years","3","20","15"
"2021-22","202232","Influenza","Region 1","0-4 years","0","13","0"
"2021-22","202232","Influenza","Region 1","5-17 years","0","5","0"
"2021-22","202232","Influenza","Region 1","18-24 years","0","2","0"
"2021-22","202232","Influenza","Region 1","25-49 years","0","6","0"
"2021-22","202232","Influenza","Region 1","50-64 years","0","5","0"
"2021-22","202232","Influenza","Region 1","65+ years","0","13","0"
"2021-22","202232","Influenza","Region 2","0-4 years","0","2","0"
"2021-22","202232","Influenza","Region 2","5-17 years","0","9","0"
"2021-22","202232","Influenza","Region 2","18-24 years","0","7","0"
"2021-22","202232","Influenza","Region 2","25-49 years","0","32","0"
"2021-22","202232","Influenza","Region 2","50-64 years","0","34","0"
"2021-22","202232","Influenza","Region 2","65+ years","0","66","0"
"2021-22","202232","Influenza","Region 3","0-4 years","0","41","0"
"2021-22","202232","Influenza","Region 3","5-17 years","0","12","0"
"2021-22","202232","Influenza","Region 3","18-24 years","0","20","0"
"2021-22","202232","Influenza","Region 3","25-49 years","0","66","0"
"2021-22","202232","Influenza","Region 3","50-64 years","0","54","0"
"2021-22","202232","Influenza","Region 3","65+ years","0","80","0"
"2021-22","202232","Influenza","Region 4","0-4 years","0","119","0"
"2021-22","202232","Influenza","Region 4","5-17 years","2","31","6.45"
"2021-22","202232","Influenza","Region 4","18-24 years","0","16","0"
"2021-22","202232","Influenza","Region 4","25-49 years","0","52","0"
"2021-22","202232","Influenza","Region 4","50-64 years","0","34","0"
"2021-22","202232","Influenza","Region 4","65+ years","0","38","0"
"2021-22","202232","Influenza","Region 5","0-4 years","0","202","0"
"2021-22","202232","Influenza","Region 5","5-17 years","2","56","3.57"
"2021-22","202232","Influenza","Region 5","18-24 years","1","20","5"
"2021-22","202232","Influenza","Region 5","25-49 years","0","91","0"
"2021-22","202232","Influenza","Region 5","50-64 years","0","69","0"
"2021-22","202232","Influenza","Region 5","65+ years","0","84","0"
"2021-22","202232","Influenza","Region 6","0-4 years","1","59","1.69"
"2021-22","202232","Influenza","Region 6","5-17 years","3","48","6.25"
"2021-22","202232","Influenza","Region 6","18-24 years","0","31","0"
"2021-22","202232","Influenza","Region 6","25-49 years","2","131","1.53"
"2021-22","202232","Influenza","Region 6","50-64 years","0","98","0"
"2021-22","202232","Influenza","Region 6","65+ years","0","108","0"
"2021-22","202232","Influenza","Region 7","0-4 years","0","155","0"
"2021-22","202232","Influenza","Region 7","5-17 years","0","42","0"
"2021-22","202232","Influenza","Region 7","18-24 years","0","7","0"
"2021-22","202232","Influenza","Region 7","25-49 years","0","39","0"
"2021-22","202232","Influenza","Region 7","50-64 years","0","37","0"
"2021-22","202232","Influenza","Region 7","65+ years","0","60","0"
"2021-22","202232","Influenza","Region 8","0-4 years","0","201","0"
"2021-22","202232","Influenza","Region 8","5-17 years","2","101","1.98"
"2021-22","202232","Influenza","Region 8","18-24 years","0","70","0"
"2021-22","202232","Influenza","Region 8","25-49 years","1","235","0.43"
"2021-22","202232","Influenza","Region 8","50-64 years","0","150","0"
"2021-22","202232","Influenza","Region 8","65+ years","0","284","0"
"2021-22","202232","Influenza","Region 9","0-4 years","0","4","0"
"2021-22","202232","Influenza","Region 9","5-17 years","0","2","0"
"2021-22","202232","Influenza","Region 9","18-24 years","0","12","0"
"2021-22","202232","Influenza","Region 9","25-49 years","0","43","0"
