"round","topic","indicator","full_indicator","demographic_variable","demographic_variable_label","estimate","confidence_interval"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier with a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier with a HEPA filter","Region","Midwest","17.5","15.4, 19.7"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier with a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier with a HEPA filter","Region","South","18.3","16.3, 20.3"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier with a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier with a HEPA filter","Region","West","20.5","18.4, 22.7"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier and does not know if it uses a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier and don't know if it uses a HEPA filter","Region","Northeast","12.8","10.4, 15.5"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier and does not know if it uses a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier and don't know if it uses a HEPA filter","Region","Midwest","11.3","9.5, 13.4"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier and does not know if it uses a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier and don't know if it uses a HEPA filter","Region","South","11.7","10.1, 13.5"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses a portable air cleaner or purifier and does not know if it uses a HEPA filter","Among all adults, percentage who use a portable air cleaner or purifier and don't know if it uses a HEPA filter","Region","West","12.2","10.1, 14.5"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses portable air cleaner or purifier in home","Among all adults, percentage who use a portable air cleaner or purifier in their home","Region","Northeast","37.9","34.8, 41.1"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses portable air cleaner or purifier in home","Among all adults, percentage who use a portable air cleaner or purifier in their home","Region","Midwest","36.6","34, 39.3"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses portable air cleaner or purifier in home","Among all adults, percentage who use a portable air cleaner or purifier in their home","Region","South","37.6","35.1, 40.1"
"1","Air Cleaners or Purifiers","Ventilation device use: Ever uses portable air cleaner or purifier in home","Among all adults, percentage who use a portable air cleaner or purifier in their home","Region","West","39.6","36.8, 42.4"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Urbanicity","Large central metro","55","50.6, 59.3"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Urbanicity","Large fringe metro","55.8","51.1, 60.4"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Urbanicity","Medium and small metro","59.3","55.5, 63.1"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Urbanicity","Nonmetropolitan","51.3","45.2, 57.3"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Urbanicity","Large fringe metro","76.9","71.4, 81.8"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Urbanicity","Medium and small metro","72.5","67.4, 77.2"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Urbanicity","Nonmetropolitan","68.2","60, 75.6"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Urbanicity","Large central metro","76.3","73.1, 79.4"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Urbanicity","Large fringe metro","81.3","77.9, 84.5"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Urbanicity","Medium and small metro","76.1","73.1, 78.9"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Urbanicity","Nonmetropolitan","75.7","70.9, 80.1"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Urbanicity","Large central metro","61.6","57.9, 65.2"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Urbanicity","Large fringe metro","65.4","61.4, 69.3"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Urbanicity","Medium and small metro","59.6","56.2, 62.9"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Urbanicity","Nonmetropolitan","59.9","54.6, 65"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Urbanicity","Large central metro","6.9","5.5, 8.6"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Urbanicity","Large fringe metro","11.2","8.4, 14.4"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Urbanicity","Medium and small metro","10.6","8.8, 12.6"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Urbanicity","Nonmetropolitan","14.7","11.3, 18.6"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes cut","Percentage of women who have had their fallopian tubes cut","Urbanicity","Large central metro","7.2","5.6, 9.1"
