"states","year","week","label","m1","m1_flag","m2","m2_flag","m3","m3_flag","m4","m4_flag","location1","location2","sort_order","geocode"
"TENNESSEE","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","TENNESSEE",,"20220100182","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220100183",
"ARKANSAS","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","ARKANSAS",,"20220100184","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","LOUISIANA",,"20220100185","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220100186","POINT (-97.508297 35.583449)"
"TEXAS","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","TEXAS",,"20220100187","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"MOUNTAIN","20220100188",
"ARIZONA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","ARIZONA",,"20220100189","POINT (-111.664616 34.293239)"
"COLORADO","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","COLORADO",,"20220100190","POINT (-105.547832 38.998552)"
"IDAHO","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","IDAHO",,"20220100191","POINT (-114.659366 44.389073)"
"MONTANA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","MONTANA",,"20220100192","POINT (-109.645127 47.033521)"
"NEVADA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","NEVADA",,"20220100193","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220100194","POINT (-106.108388 34.421369)"
"UTAH","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","UTAH",,"20220100195","POINT (-111.678222 39.323779)"
"WYOMING","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","WYOMING",,"20220100196","POINT (-107.55145 42.999627)"
"PACIFIC","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"PACIFIC","20220100197",
"ALASKA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","ALASKA",,"20220100198","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220100199","POINT (-119.662127 37.211164)"
"HAWAII","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220100200","POINT (-157.854309 21.361013)"
"OREGON","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","OREGON",,"20220100201","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","WASHINGTON",,"20220100202","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220100203",
"AMERICAN SAMOA","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220100204",
"NORTHERN MARIANA ISLANDS","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220100205","POINT (145.725693 15.1834)"
"GUAM","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220100206","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220100207","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220100208",
"NON-US RESIDENTS","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220100209",
"TOTAL","2022","1","Arboviral diseases, Eastern equine encephalitis virus disease",,"-","1","-",,"-",,"-",,"TOTAL","20220100210",
"US RESIDENTS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","3","-",,"-",,"-",,"US RESIDENTS","20220100211",
"NEW ENGLAND","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-",,"NEW ENGLAND","20220100212",
"CONNECTICUT","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220100213","POINT (-72.738288 41.575155)"
"MAINE","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","MAINE",,"20220100214","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220100215","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220100216","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220100217","POINT (-71.534637 41.572574)"
"VERMONT","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","VERMONT",,"20220100218","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-",,"MIDDLE ATLANTIC","20220100219",
"NEW JERSEY","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220100220","POINT (-74.655514 40.110253)"
"NEW YORK","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NEW YORK",,"20220100221","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220100222",
"PENNSYLVANIA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220100223","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-",,"EAST NORTH CENTRAL","20220100224",
"ILLINOIS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","ILLINOIS",,"20220100225","POINT (-89.148632 40.124144)"
"INDIANA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","INDIANA",,"20220100226","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","MICHIGAN",,"20220100227","POINT (-85.730977 44.874798)"
"OHIO","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","OHIO",,"20220100228","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","WISCONSIN",,"20220100229","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-",,"WEST NORTH CENTRAL","20220100230",
"IOWA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","IOWA",,"20220100231","POINT (-93.500061 42.074659)"
"KANSAS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","KANSAS",,"20220100232","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","1","-",,"-",,"-","MINNESOTA",,"20220100233","POINT (-94.198308 46.349153)"
"MISSOURI","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","MISSOURI",,"20220100234","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NEBRASKA",,"20220100235","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220100236","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220100237","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"SOUTH ATLANTIC","20220100238",
"DELAWARE","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","DELAWARE",,"20220100239","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220100240","POINT (-77.016275 38.904785)"
"FLORIDA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","FLORIDA",,"20220100241","POINT (-82.420978 28.260731)"
"GEORGIA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","GEORGIA",,"20220100242","POINT (-83.426574 32.638481)"
"MARYLAND","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","MARYLAND",,"20220100243","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220100244","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220100245","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","VIRGINIA",,"20220100246","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220100247","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220100248",
"ALABAMA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","ALABAMA",,"20220100249","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","KENTUCKY",,"20220100250","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220100251","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","TENNESSEE",,"20220100252","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220100253",
"ARKANSAS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","ARKANSAS",,"20220100254","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","LOUISIANA",,"20220100255","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220100256","POINT (-97.508297 35.583449)"
"TEXAS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","TEXAS",,"20220100257","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"MOUNTAIN","20220100258",
"ARIZONA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","ARIZONA",,"20220100259","POINT (-111.664616 34.293239)"
"COLORADO","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","COLORADO",,"20220100260","POINT (-105.547832 38.998552)"
"IDAHO","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","IDAHO",,"20220100261","POINT (-114.659366 44.389073)"
"MONTANA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","MONTANA",,"20220100262","POINT (-109.645127 47.033521)"
"NEVADA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NEVADA",,"20220100263","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220100264","POINT (-106.108388 34.421369)"
"UTAH","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","UTAH",,"20220100265","POINT (-111.678222 39.323779)"
"WYOMING","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","WYOMING",,"20220100266","POINT (-107.55145 42.999627)"
"PACIFIC","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"PACIFIC","20220100267",
"ALASKA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","ALASKA",,"20220100268","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220100269","POINT (-119.662127 37.211164)"
"HAWAII","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220100270","POINT (-157.854309 21.361013)"
"OREGON","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","OREGON",,"20220100271","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","WASHINGTON",,"20220100272","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220100273",
"AMERICAN SAMOA","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220100274",
"NORTHERN MARIANA ISLANDS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220100275","POINT (145.725693 15.1834)"
"GUAM","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220100276","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220100277","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220100278",
"NON-US RESIDENTS","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220100279",
"TOTAL","2022","1","Arboviral diseases, Jamestown Canyon  virus disease",,"-","3","-",,"-",,"-",,"TOTAL","20220100280",
"US RESIDENTS","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","5","-",,"-",,"-",,"US RESIDENTS","20220100281",
"NEW ENGLAND","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220100282",
"CONNECTICUT","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220100283","POINT (-72.738288 41.575155)"
"MAINE","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MAINE",,"20220100284","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220100285","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220100286","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220100287","POINT (-71.534637 41.572574)"
"VERMONT","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","VERMONT",,"20220100288","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220100289",
"NEW JERSEY","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220100290","POINT (-74.655514 40.110253)"
"NEW YORK","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW YORK",,"20220100291","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220100292",
"PENNSYLVANIA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220100293","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","4","-",,"-",,"-",,"EAST NORTH CENTRAL","20220100294",
"ILLINOIS","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","ILLINOIS",,"20220100295","POINT (-89.148632 40.124144)"
"INDIANA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","INDIANA",,"20220100296","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","MICHIGAN",,"20220100297","POINT (-85.730977 44.874798)"
"OHIO","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","4","-",,"-",,"-","OHIO",,"20220100298","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","WISCONSIN",,"20220100299","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"WEST NORTH CENTRAL","20220100300",
"IOWA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","IOWA",,"20220100301","POINT (-93.500061 42.074659)"
"KANSAS","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","KANSAS",,"20220100302","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MINNESOTA",,"20220100303","POINT (-94.198308 46.349153)"
"MISSOURI","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MISSOURI",,"20220100304","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEBRASKA",,"20220100305","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220100306","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220100307","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","2","-",,"-",,"-",,"SOUTH ATLANTIC","20220100308",
"DELAWARE","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","DELAWARE",,"20220100309","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220100310","POINT (-77.016275 38.904785)"
"FLORIDA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","FLORIDA",,"20220100311","POINT (-82.420978 28.260731)"
"GEORGIA","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","GEORGIA",,"20220100312","POINT (-83.426574 32.638481)"
"MARYLAND","2022","1","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MARYLAND",,"20220100313","POINT (-76.687282 38.946466)"
