"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","locationid","topicid","questionid","responseid","datavaluetypeid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
"2022","2022","NJ","New Jersey","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","6.5","6.5",,,"5.9","7.3","Age","Age 45-64",,,,,"POINT (-74.27369129 40.13057004800049)","34","ALC","ALC05",,"CRD75TH","AGE","AGE4564",,,,
"2021","2021","SD","South Dakota","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","17.2","17.2",,,"13.9","21.1","Grade","Grade 9",,,,,"POINT (-100.3735306 44.353130053000484)","46","ALC","ALC01",,"CRDPREV","GRADE","GRD9",,,,
"2021","2021","WY","Wyoming","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-108.1098304 43.23554134300048)","56","ALC","ALC01",,"CRDPREV","RACE","BLK",,,,
"2023","2023","OH","Ohio","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile","4.2","4.2",,,"3.7","4.8","Age","Age 18-44",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC04",,"CRD75TH","AGE","AGE1844",,,,
"2021","2021","MS","Mississippi","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-89.53803082 32.745510099000455)","28","ALC","ALC04",,"CRDMEDN","RACE","BLK",,,,
"2019","2019","NJ","New Jersey","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"*","No data available",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-74.27369129 40.13057004800049)","34","ALC","ALC05",,"CRDMEDN","RACE","BLK",,,,
"2020","2020","PR","Puerto Rico","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","3.2","3.2",,,"2.6","3.5","Overall","Overall",,,,,"POINT (-66.590149 18.220833)","72","ALC","ALC04",,"CRDMEDN","OVERALL","OVR",,,,
"2021","2021","ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile","4.3","4.3",,,"3.8","4.7","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC04",,"CRD75TH","RACE","WHT",,,,
"2021","2021","NC","North Carolina","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","16.0","16.0",,,"12.1","20.8","Race/Ethnicity","Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC01",,"CRDPREV","RACE","HIS",,,,
"2019","2019","RI","Rhode Island","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-71.52247031 41.70828019300046)","44","ALC","ALC04",,"CRDMEDN","RACE","HIS",,,,
"2020","2020","FL","Florida","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","5.3","5.3",,,"4.6","7.5","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-81.92896054 28.932040377000476)","12","ALC","ALC05",,"CRD75TH","RACE","BLK",,,,
"2022","2022","MN","Minnesota","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-94.7942005 46.35564873600049)","27","ALC","ALC04",,"CRD75TH","RACE","HAPI",,,,
"2019","2019","NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","1.9","1.9",,,"1.4","2.5","Race/Ethnicity","Hispanic",,,,,"POINT (-106.240581 34.52088095200048)","35","ALC","ALC04",,"CRDMEDN","RACE","HIS",,,,
"2023","2023","IN","Indiana","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","21.3","21.3",,,"15.3","28.9","Sex","Male",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC01",,"CRDPREV","SEX","SEXM",,,,
"2019","2019","OH","Ohio","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","6.3","6.3",,,"5.9","6.8","Age","Age 18-44",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC05",,"CRDMEDN","AGE","AGE1844",,,,
"2023","2023","VT","Vermont","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC04",,"CRD75TH","RACE","ASN",,,,
"2020","2020","ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC04",,"CRD75TH","RACE","AIAN",,,,
"2023","2023","MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile","3.8","3.8",,,"3.3","4.3","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC04",,"CRD75TH","RACE","WHT",,,,
"2023","2023","DE","Delaware","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-75.57774117 39.008830667000495)","10","ALC","ALC05",,"CRD75TH","RACE","MRC",,,,
"2022","2022","NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-106.240581 34.52088095200048)","35","ALC","ALC04",,"CRD75TH","RACE","HAPI",,,,
"2020","2020","NY","New York","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","4.7","4.7",,,"4.0","5.4","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-75.54397043 42.82700103200045)","36","ALC","ALC05",,"CRDMEDN","RACE","ASN",,,,
"2020","2020","AL","Alabama","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Age","Age >=65",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC05",,"CRDMEDN","AGE","AGE65P",,,,
"2023","2023","MO","Missouri","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","2.2","2.2",,,"1.4","3.4","Age","Age >=65",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC04",,"CRDMEDN","AGE","AGE65P",,,,
"2021","2021","OK","Oklahoma","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","1.9","1.9",,,"1.4","2.9","Age","Age 45-64",,,,,"POINT (-97.52107021 35.47203135600046)","40","ALC","ALC04",,"CRDMEDN","AGE","AGE4564",,,,
"2019","2019","AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile","4.0","4.0",,,"3.4","7.1","Race/Ethnicity","Hispanic",,,,,"POINT (-111.7638113 34.865970280000454)","04","ALC","ALC04",,"CRD75TH","RACE","HIS",,,,
"2021","2021","IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile","5.5","5.5",,,"4.2","7.2","Sex","Male",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC04",,"CRD75TH","SEX","SEXM",,,,
"2019","2019","NH","New Hampshire","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","1.7","1.7",,,"1.2","2.1","Sex","Female",,,,,"POINT (-71.50036092 43.65595011300047)","33","ALC","ALC04",,"CRDMEDN","SEX","SEXF",,,,
"2021","2021","MS","Mississippi","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-89.53803082 32.745510099000455)","28","ALC","ALC01",,"CRDPREV","RACE","AIAN",,,,
"2020","2020","NE","Nebraska","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","2.1","2.1",,,"1.8","2.5","Sex","Male",,,,,"POINT (-99.36572062 41.64104099)","31","ALC","ALC04",,"CRDMEDN","SEX","SEXM",,,,
"2023","2023","NV","Nevada","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-117.0718406 39.493240390000494)","32","ALC","ALC05",,"CRD75TH","RACE","HAPI",,,,
"2023","2023","ND","North Dakota","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","17.2","17.2",,,"14.4","20.5","Sex","Male",,,,,"POINT (-100.118421 47.47531977900047)","38","ALC","ALC01",,"CRDPREV","SEX","SEXM",,,,
"2023","2023","NV","Nevada","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","5.7","5.7",,,"5.0","7.0","Sex","Female",,,,,"POINT (-117.0718406 39.493240390000494)","32","ALC","ALC05",,"CRD75TH","SEX","SEXF",,,,
"2019","2019","PA","Pennsylvania","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-77.86070029 40.79373015200048)","42","ALC","ALC04",,"CRD75TH","RACE","ASN",,,,
"2020","2020","NH","New Hampshire","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","5.9","5.9",,,"4.9","7.2","Age","Age >=65",,,,,"POINT (-71.50036092 43.65595011300047)","33","ALC","ALC05",,"CRD75TH","AGE","AGE65P",,,,
"2020","2020","WA","Washington","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median","1.7","1.7",,,"1.5","1.9","Age","Age 18-44",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC04",,"CRDMEDN","AGE","AGE1844",,,,
"2023","2023","MD","Maryland","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.1","5.1",,,"4.9","5.3","Overall","Overall",,,,,"POINT (-76.60926011 39.29058096400047)","24","ALC","ALC05",,"CRDMEDN","OVERALL","OVR",,,,
"2023","2023","DC","District of Columbia","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","23.7","23.7",,,"20.8","26.8","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC01",,"CRDPREV","RACE","MRC",,,,
"2020","2020","MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC04",,"CRDMEDN","RACE","HIS",,,,
"2020","2020","PR","Puerto Rico","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"*","No data available",,,"Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-66.590149 18.220833)","72","ALC","ALC04",,"CRD75TH","RACE","WHT",,,,
"2019","2019","CO","Colorado","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","7.4","7.4",,,"7.1","7.7","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-106.1336109 38.843840757000464)","08","ALC","ALC05",,"CRD75TH","RACE","WHT",,,,
"2021","2021","AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-92.27449074 34.74865012400045)","05","ALC","ALC04",,"CRD75TH","RACE","HIS",,,,
"2021","2021","NY","New York","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","18.7","18.7",,,"15.0","23.1","Race/Ethnicity","Hispanic",,,,,"POINT (-75.54397043 42.82700103200045)","36","ALC","ALC01",,"CRDPREV","RACE","HIS",,,,
"2020","2020","MS","Mississippi","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","5.9","5.9",,,"5.2","7.9","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-89.53803082 32.745510099000455)","28","ALC","ALC05",,"CRD75TH","RACE","BLK",,,,
"2022","2022","ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-68.98503134 45.254228894000505)","23","ALC","ALC04",,"CRD75TH","RACE","MRC",,,,
"2019","2019","AR","Arkansas","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","25.4","25.4",,,"21.2","30.0","Overall","Overall",,,,,"POINT (-92.27449074 34.74865012400045)","05","ALC","ALC01",,"CRDPREV","OVERALL","OVR",,,,
"2023","2023","MO","Missouri","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC05",,"CRD75TH","RACE","AIAN",,,,
"2021","2021","NC","North Carolina","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC04",,"CRDMEDN","RACE","HAPI",,,,
"2020","2020","MS","Mississippi","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-89.53803082 32.745510099000455)","28","ALC","ALC05",,"CRD75TH","RACE","HIS",,,,
"2022","2022","NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-106.240581 34.52088095200048)","35","ALC","ALC04",,"CRD75TH","RACE","AIAN",,,,
"2020","2020","MD","Maryland","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-76.60926011 39.29058096400047)","24","ALC","ALC05",,"CRD75TH","RACE","AIAN",,,,
"2021","2021","CA","California","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-120.9999995 37.63864012300047)","06","ALC","ALC04",,"CRDMEDN","RACE","MRC",,,,
"2023","2023","MN","Minnesota","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-94.7942005 46.35564873600049)","27","ALC","ALC05",,"CRD75TH","RACE","MRC",,,,
"2023","2023","ND","North Dakota","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.7","5.7",,,"5.6","5.9","Overall","Overall",,,,,"POINT (-100.118421 47.47531977900047)","38","ALC","ALC05",,"CRDMEDN","OVERALL","OVR",,,,
"2019","2019","UT","Utah","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","7.7","7.7",,,"4.8","12.0","Grade","Grade 11",,,,,"POINT (-111.5871306 39.360700171000474)","49","ALC","ALC01",,"CRDPREV","GRADE","GRD11",,,,
"2023","2023","NV","Nevada","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","16.3","16.3",,,"13.2","19.8","Overall","Overall",,,,,"POINT (-117.0718406 39.493240390000494)","32","ALC","ALC01",,"CRDPREV","OVERALL","OVR",,,,
"2022","2022","CT","Connecticut","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","5.2","5.2",,,"4.8","5.7","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC05",,"CRD75TH","RACE","BLK",,,,
"2021","2021","DE","Delaware","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-75.57774117 39.008830667000495)","10","ALC","ALC05",,"CRDMEDN","RACE","AIAN",,,,
"2023","2023","IA","Iowa","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.9","5.9",,,"5.3","7.3","Race/Ethnicity","Hispanic",,,,,"POINT (-93.81649056 42.46940091300047)","19","ALC","ALC05",,"CRDMEDN","RACE","HIS",,,,
"2021","2021","NE","Nebraska","YRBSS","Alcohol","Alcohol use among high school students",,"%","Crude Prevalence","21.6","21.6",,,"16.3","28.1","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-99.36572062 41.64104099)","31","ALC","ALC01",,"CRDPREV","RACE","WHT",,,,
"2022","2022","AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults who binge drink",,"Number","Crude 75th percentile","7.0","7.0",,,"4.6","12.7","Age","Age 45-64",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC04",,"CRD75TH","AGE","AGE4564",,,,
