"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",,"13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",,"16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages","10","17",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages","46","73",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages","33","66",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",,"13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24",,"14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34",,"11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44","16","24",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",,"14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54","22","30",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54","31","38",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54","18","32",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64","58","71",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64","58","79",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64","47","76",
"2023-09-24T00:00:00.000","2022-04-01T00:00:00.000","2022-04-30T00:00:00.000","By Month","2022","4","Wyoming","Respiratory diseases","Respiratory arrest","R09.2","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64",,"21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74","77","100",
