stateabbr,measureid,data_value_type,data_value,population
WV,FOODINSECU,AgeAdjPrv,17.2,1770071
WV,FOODINSECU,CrdPrv,16.2,1770071
WV,FOODSTAMP,AgeAdjPrv,18.9,1770071
WV,FOODSTAMP,CrdPrv,17.8,1770071
WV,GHLTH,AgeAdjPrv,23.8,1770071
WV,GHLTH,CrdPrv,25.5,1770071
WV,HEARING,AgeAdjPrv,7.2,1770071
WV,HEARING,CrdPrv,9.0,1770071
WV,HIGHCHOL,AgeAdjPrv,36.2,1770071
WV,HIGHCHOL,CrdPrv,42.8,1770071
WV,HOUSINSECU,AgeAdjPrv,13.9,1770071
WV,HOUSINSECU,CrdPrv,12.4,1770071
WV,INDEPLIVE,AgeAdjPrv,10.6,1770071
WV,INDEPLIVE,CrdPrv,10.9,1770071
WV,LACKTRPT,AgeAdjPrv,9.6,1770071
WV,LACKTRPT,CrdPrv,8.9,1770071
WV,LONELINESS,AgeAdjPrv,35.2,1770071
WV,LONELINESS,CrdPrv,33.8,1770071
WV,LPA,AgeAdjPrv,31.1,1770071
WV,LPA,CrdPrv,32.8,1770071
WV,MAMMOUSE,AgeAdjPrv,75.4,1770071
WV,MAMMOUSE,CrdPrv,76.1,1770071
WV,MHLTH,AgeAdjPrv,22.9,1770071
WV,MHLTH,CrdPrv,21.1,1770071
WV,MOBILITY,AgeAdjPrv,15.5,1770071
WV,MOBILITY,CrdPrv,18.7,1770071
WV,OBESITY,AgeAdjPrv,40.8,1770071
WV,OBESITY,CrdPrv,40.7,1770071
WV,PHLTH,AgeAdjPrv,16.0,1770071
WV,PHLTH,CrdPrv,17.3,1770071
WV,SELFCARE,AgeAdjPrv,4.0,1770071
WV,SELFCARE,CrdPrv,4.6,1770071
WV,SHUTUTILITY,AgeAdjPrv,12.3,1770071
WV,SHUTUTILITY,CrdPrv,11.0,1770071
WV,SLEEP,AgeAdjPrv,42.0,1770071
WV,SLEEP,CrdPrv,40.7,1770071
WV,STROKE,AgeAdjPrv,3.3,1770071
WV,STROKE,CrdPrv,4.2,1770071
WV,TEETHLOST,AgeAdjPrv,20.1,1770071
WV,TEETHLOST,CrdPrv,19.5,1770071
WV,VISION,AgeAdjPrv,5.2,1770071
WV,VISION,CrdPrv,5.7,1770071
WY,ACCESS2,AgeAdjPrv,12.0,584057
WY,ACCESS2,CrdPrv,11.6,584057
WY,ARTHRITIS,AgeAdjPrv,21.8,584057
WY,ARTHRITIS,CrdPrv,25.4,584057
WY,BINGE,AgeAdjPrv,16.9,584057
WY,BINGE,CrdPrv,15.4,584057
WY,BPHIGH,AgeAdjPrv,28.1,584057
WY,BPHIGH,CrdPrv,31.8,584057
WY,BPMED,AgeAdjPrv,52.0,584057
WY,BPMED,CrdPrv,73.0,584057
WY,CANCER,AgeAdjPrv,7.4,584057
WY,CANCER,CrdPrv,8.9,584057
WY,CASTHMA,AgeAdjPrv,10.3,584057
WY,CASTHMA,CrdPrv,10.2,584057
WY,CHD,AgeAdjPrv,5.3,584057
WY,CHD,CrdPrv,6.5,584057
WY,CHECKUP,AgeAdjPrv,67.1,584057
WY,CHECKUP,CrdPrv,69.7,584057
WY,CHOLSCREEN,AgeAdjPrv,80.1,584057
WY,CHOLSCREEN,CrdPrv,82.2,584057
WY,COGNITION,AgeAdjPrv,14.8,584057
WY,COGNITION,CrdPrv,14.2,584057
WY,COLON_SCREEN,AgeAdjPrv,53.2,584057
WY,COLON_SCREEN,CrdPrv,59.3,584057
WY,COPD,AgeAdjPrv,6.1,584057
WY,COPD,CrdPrv,7.1,584057
WY,CSMOKING,AgeAdjPrv,14.4,584057
WY,CSMOKING,CrdPrv,14.0,584057
WY,DENTAL,AgeAdjPrv,61.6,584057
WY,DENTAL,CrdPrv,62.6,584057
WY,DEPRESSION,AgeAdjPrv,22.4,584057
WY,DEPRESSION,CrdPrv,21.6,584057
WY,DIABETES,AgeAdjPrv,9.3,584057
WY,DIABETES,CrdPrv,10.9,584057
WY,DISABILITY,AgeAdjPrv,29.2,584057
WY,DISABILITY,CrdPrv,30.7,584057
WY,GHLTH,AgeAdjPrv,17.5,584057
WY,GHLTH,CrdPrv,18.3,584057
WY,HEARING,AgeAdjPrv,6.9,584057
WY,HEARING,CrdPrv,8.0,584057
WY,HIGHCHOL,AgeAdjPrv,28.9,584057
WY,HIGHCHOL,CrdPrv,33.8,584057
WY,INDEPLIVE,AgeAdjPrv,7.7,584057
WY,INDEPLIVE,CrdPrv,7.8,584057
WY,LPA,AgeAdjPrv,24.7,584057
WY,LPA,CrdPrv,25.6,584057
WY,MAMMOUSE,AgeAdjPrv,66.7,584057
WY,MAMMOUSE,CrdPrv,67.8,584057
WY,MHLTH,AgeAdjPrv,16.8,584057
WY,MHLTH,CrdPrv,15.8,584057
WY,MOBILITY,AgeAdjPrv,11.5,584057
WY,MOBILITY,CrdPrv,13.3,584057
WY,OBESITY,AgeAdjPrv,33.9,584057
WY,OBESITY,CrdPrv,33.8,584057
WY,PHLTH,AgeAdjPrv,12.6,584057
WY,PHLTH,CrdPrv,13.3,584057
WY,SELFCARE,AgeAdjPrv,3.2,584057
WY,SELFCARE,CrdPrv,3.5,584057
WY,SLEEP,AgeAdjPrv,33.6,584057
WY,SLEEP,CrdPrv,32.6,584057
WY,STROKE,AgeAdjPrv,2.8,584057
WY,STROKE,CrdPrv,3.3,584057
WY,TEETHLOST,AgeAdjPrv,13.2,584057
WY,TEETHLOST,CrdPrv,12.9,584057
WY,VISION,AgeAdjPrv,4.3,584057
WY,VISION,CrdPrv,4.6,584057
